3-58	017060
3-58	527370
3-65	084160
3-65	423430
3-65	003090
3-65	084170
3-65	151270
3-65	032240
3-65	085690
3-65	108460
3-65	004320
3-65	108520
3-66	000710
3-66	152670
3-66	154330
3-66	108420
3-66	031330
3-66	031360
3-66	290890
3-66	108480
3-66	242720
3-66	103770
3-67	000710
3-67	242710
3-67	003090
3-67	065310
3-67	290890
3-67	108400
3-67	092610
3-67	000160
3-67	01013090
3-67	527370
3-68	000710
3-68	154310
3-68	258550
3-68	002700
3-68	108420
3-68	111980
3-68	031360
3-68	242710
3-68	242720
3-68	000160
3-69	084160
3-69	242710
3-69	032240
3-69	031540
3-69	003090
3-69	108460
3-69	103820
3-69	108400
3-69	164920
3-69	527370
3-70	000150
3-70	002670
3-70	152650
3-70	004270
3-70	031440
3-70	000070
3-70	001410
3-70	031240
3-70	000080
3-70	001280
3-71	511080
3-71	069220
3-71	000710
3-71	000900
3-71	344890
3-71	084160
3-71	001230
3-71	003610
3-71	003090
3-71	000970
3-72	152670
3-72	000710
3-72	108420
3-72	031360
3-72	032860
3-72	000420
3-72	031330
3-72	242690
3-72	242720
3-72	290890
3-73	152640
3-73	002660
3-73	000070
3-73	152650
3-73	000100
3-73	032260
3-73	000080
3-73	032250
3-73	032290
3-73	031420
3-74	132630
3-74	002690
3-74	000100
3-74	247690
3-74	000200
3-74	055550
3-74	152770
3-74	103810
3-74	085680
3-74	104460
3-75	000710
3-75	466670
3-75	108480
3-75	001230
3-75	162370
3-75	132890
3-75	162550
3-75	290890
3-75	243030
3-75	279100
3-76	000070
3-76	152640
3-76	152650
3-76	002660
3-76	000100
3-76	000080
3-76	000020
3-76	032250
3-76	032290
3-76	031420
3-77	099460
3-77	099500
3-77	099440
3-77	000530
3-77	099450
3-77	344570
3-77	343840
3-77	099470
3-77	342970
3-77	118580
3-78	098640
3-78	258680
3-78	029910
3-78	031330
3-78	031270
3-78	000970
3-78	098760
3-78	108460
3-78	103730
3-78	108520
3-79	410740
3-79	000710
3-79	242710
3-79	065310
