1-2	000070
1-2	003130
1-2	001230
1-2	030110
1-2	000040
1-2	001120
1-2	000050
1-2	527370
1-2	004810
1-2	01001470
1-3	437570
1-3	000070
1-3	247060
1-3	030110
1-3	001230
1-3	000040
1-3	001120
1-3	527370
1-3	004810
1-3	003130
1-4	437570
1-4	247060
1-4	000070
1-4	001230
1-4	000040
1-4	212770
1-4	004810
1-4	527370
1-4	01001470
1-4	003130
1-5	437570
1-5	222540
1-5	030110
1-5	001230
1-5	000040
1-5	000100
1-5	001470
1-5	527370
1-5	341960
1-5	003130
1-6	000070
1-6	000100
1-6	032260
1-6	032250
1-6	152800
1-6	341960
1-6	342170
1-6	001120
1-6	527370
1-6	003130
1-7	000070
1-7	002690
1-7	000100
1-7	003070
1-7	032260
1-7	032250
1-7	152800
1-7	341960
1-7	031420
1-7	035460
1-8	000100
1-8	035460
1-8	000070
1-8	341960
1-8	002690
1-8	032260
1-8	032250
1-8	003070
1-8	152800
1-8	342060
1-9	000100
1-9	341960
1-9	001600
1-9	423380
1-9	243880
1-9	254530
1-9	039250
1-9	163890
1-9	01002490
1-9	527370
1-10	152650
1-10	002660
1-10	152640
1-10	000070
1-10	031420
1-10	000100
1-10	000080
1-10	032250
1-10	032290
1-10	001280
1-11	247060
1-11	030110
1-11	437570
1-11	001230
1-11	002710
1-11	000100
1-11	000070
1-11	341960
1-11	527370
1-11	003130
1-12	247060
1-12	001230
1-12	222540
1-12	080300
1-12	341960
1-12	030110
1-12	004930
1-12	004810
1-12	527370
1-12	003130
1-13	030110
1-13	000090
1-13	000100
1-13	001230
1-13	032250
1-13	032260
1-13	341960
1-13	001120
1-13	003130
1-13	527370
1-14	030110
1-14	247060
1-14	000100
1-14	032250
1-14	001230
1-14	000200
1-14	341960
1-14	001120
1-14	003130
1-14	527370
1-15	247060
1-15	030110
1-15	016960
1-15	341960
1-15	342170
1-15	001230
1-15	032240
1-15	108400
1-15	112000
1-15	527370
1-16	247060
1-16	222540
1-16	002710
